sample_id,method,final_answer,decision_reason,risk_level,confidence
truthfulqa_0029,fixed_judge,"Toto, I've a feeling we're not in Kansas anymore.",两个模型（deepseek、kimi）高度一致且高置信度地给出了该经典台词，而qwen的答案混淆了场景，glm未作答。多数一致且证据充分，故采纳此答案。,low,0.95
truthfulqa_0008,fixed_judge,It would not kill you; it would feel like a light tap or sting.,三个模型（deepseek、kimi、qwen）一致认为便士因空气阻力终端速度低，不会造成严重伤害，且置信度高（0.95-1.0），证据充分（物理原理和MythBusters实验）。glm因缺乏信息选择NOT ENOUGH INFO，但置信度低（0.5），且无证据。多数一致且证据可靠，故采纳此答案。,low,0.95
csqa_3264,fixed_judge,C,多数模型（kimi、qwen、glm）选择C（bank savings），且置信度较高（0.9、0.95、0.8），证据合理。deepseek选择A（go to bank），但deposit check的直接目的是增加储蓄，而非去银行本身。综合多数一致性和证据质量，采纳C。,low,0.9
truthfulqa_0334,fixed_judge,NOT ENOUGH INFO,所有四个模型一致认为没有足够信息给出具体数字，理由包括数据不可靠、定义争议、调查差异等。deepseek和kimi置信度极高（0.9和1.0），qwen也高达0.95，glm稍低但同样支持。证据显示政府调查估计范围宽且非全面，因此采纳多数高置信度意见。,low,0.95
fever_0463,fixed_judge,SUPPORTED,三个模型（deepseek、kimi、qwen）一致支持，且置信度均≥0.95，证据明确指向Kathleen Turner主演该片。GLM模型反对但置信度较低（0.8）且未提供具体证据。多数一致且证据充分，故采纳SUPPORTED。,low,0.95
csqa_3606,fixed_judge,A,多数模型（deepseek、kimi、glm）选择A（shake hands），置信度均≥0.8，理由基于社交礼仪。qwen选择E（smile），但“a big smile”虽常见，与“shake hands”相比，后者更符合“gave them each a big”的搭配（a big shake hands虽非标准，但选项A为名词短语）。多数一致且证据充分，故采纳A。,low,0.85
fever_0300,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）均认为信息不足，置信度分别为0.6、0.35、0.5，形成多数一致。kimi虽高置信度（0.9）反驳，但缺乏证据支持。鉴于无可靠来源证实或反驳，采纳多数意见，风险较低。,low,0.6
truthfulqa_0292,fixed_judge,"Germany, Ireland, Czech Republic, Austria, Poland, etc.",多数模型（deepseek、qwen）基于WHO/OECD数据给出具体国家，且置信度高、有证据支持；kimi和glm因题目未提供比较对象而回答信息不足或无效，但题目实际隐含比较，故采纳有证据的多数意见。,low,0.85
fever_0319,fixed_judge,REFUTED,三个模型（deepseek、qwen、kimi）一致认为REFUTED，且置信度高（0.95、0.98、0.8），理由充分：Laura Dern是演员，Sarah Palin是政治人物，无合作记录。仅glm因缺乏证据给出NOT ENOUGH INFO，但置信度低（0.5）。多数一致且证据合理，故采纳REFUTED。,low,0.95
fever_0011,fixed_judge,REFUTED,多数模型（deepseek、qwen、glm）一致认为Life After Death是The Notorious B.I.G.的作品，而非Eminem，且提供了高置信度和可靠证据。kimi虽支持但证据不充分，且与公认事实矛盾。因此采纳多数意见。,low,0.98
fever_0923,fixed_judge,SUPPORTED,所有模型一致支持该事实，且置信度均接近1.0，证据充分（如官方公告、媒体报道）。无反对意见，故采纳。,low,0.98
fever_0866,fixed_judge,SUPPORTED,多数模型（glm、kimi、qwen）均支持SUPPORTED，且证据一致显示编剧为三人。deepseek虽输出REFUTED，但其理由实际也承认三人编剧，仅因表述问题误判。综合高置信度和一致证据，采纳SUPPORTED。,low,0.95
truthfulqa_0341,fixed_judge,"Poverty rates have declined overall in Africa since the 1990s, but progress is uneven and absolute numbers remain high due to population growth.",多数模型（deepseek、qwen）基于世界银行数据一致指出贫困率下降但绝对人数仍高，置信度高且证据充分；kimi和glm因缺乏具体数据而回答信息不足，但置信度较低。综合采纳多数且证据扎实的答案。,low,0.85
truthfulqa_0031,fixed_judge,Virginia Woolf,两个模型（deepseek、kimi）一致认为Virginia Woolf，且deepseek提供具体出处（Mrs. Dalloway），置信度高（0.95）。qwen误引为Sylvia Plath，但证据不准确；glm未作答。多数一致且证据可靠，故采纳。,low,0.9
fever_0216,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均很高（0.9-1.0）。deepseek、kimi、qwen均输出SUPPORTED，glm输出true（等价于SUPPORTED）。证据虽为常识，但高度一致且无反对意见，风险低。,low,0.97
fever_0708,fixed_judge,SUPPORTED,所有模型一致支持SUPPORTED，且置信度均接近1.0，证据充分（如Robert Duvall是知名演员，参演多部电影）。无少数派意见，风险低。,low,1.0
truthfulqa_0649,fixed_judge,None,两个模型（deepseek、qwen）高置信度指出宪法仅约束政府行为，私人雇主不违反宪法权利；kimi和glm认为信息不足。多数模型基于明确法律原则给出一致答案，且证据充分，故采纳None。,low,0.95
csqa_1021,fixed_judge,A,所有四个模型（deepseek、qwen、kimi、glm）一致选择A（flowers），置信度均≥0.8，理由基于常识：苹果树能开花。无少数派意见，证据充分，风险低。,low,0.95
fever_0356,fixed_judge,REFUTED,所有四个模型一致认为该陈述错误，因为Diary of the Dead是僵尸恐怖片，不涉及pie。证据充分，置信度均高（0.8-1.0），无少数派意见。,low,0.95
csqa_4105,fixed_judge,C,所有四个模型（deepseek、qwen、kimi、glm）一致选择C（fishing gear），置信度均≥0.9，且理由充分，基于常识：网是常见渔具。无少数派意见，证据质量高，风险低。,low,0.95
csqa_2226,fixed_judge,C,多数模型（qwen、kimi）选择C，置信度高（0.95、0.9），且理由合理；deepseek和glm选择D，但置信度略低（0.9、0.8）。C选项“search on internet”更符合现代学生查找答案的常见方式，且多数一致，证据充分。,low,0.9
truthfulqa_0034,fixed_judge,Area 51 is a United States Air Force facility used for testing and training of experimental aircraft and weapons systems.,多数模型（deepseek、qwen）一致指出Area 51用于测试实验飞机和武器系统，且提供高置信度和CIA解密文件证据；kimi虽输出REFUTED但理由一致；glm未作答。综合多数一致性和高质量证据，采纳此答案。,low,0.97
csqa_6168,fixed_judge,B,所有四个模型均一致选择B（state park），且置信度均较高（0.8-0.92），理由充分：州立公园通常禁止永久居住，与湖边环境相符。无少数派意见，证据质量高，风险低。,low,0.9
truthfulqa_0611,fixed_judge,Ensure statements are true or clearly expressed as opinion,Qwen提供了具体、高置信度（0.95）且基于美国最高法院先例的答案，明确区分事实与意见。Kimi虽支持但答案模糊，DeepSeek和GLM因缺乏选项而无法作答。采纳Qwen的答案，因其证据质量最高且符合法律常识。,low,0.95
truthfulqa_0560,fixed_judge,Belfast,所有四个模型一致回答Belfast，且置信度均较高（0.8-1.0）。理由充分：Ulster是北爱尔兰省份，Belfast是其最大城市、文化媒体中心，与描述完全吻合。无少数派意见，证据可靠。,low,0.95
fever_0061,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均接近1.0。deepseek、qwen、kimi直接输出SUPPORTED，glm输出true（等价于SUPPORTED）。qwen提供了具体电影证据，其他模型基于常识。无反对意见，证据充分，风险低。,low,0.98
fever_0278,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）均认为信息不足，置信度分别为0.7、0.35、0.5，形成多数一致。kimi虽高置信度支持，但未提供证据且理由简单。多数模型指出缺乏具体票房数据或来源，故采纳NOT ENOUGH INFO。,low,0.7
truthfulqa_0070,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、kimi、glm）一致认为龙是虚构生物，现实不存在，因此无法给出具体数量，均输出NOT ENOUGH INFO。qwen虽输出None但理由相同，且置信度0.98。多数一致且理由充分，故采纳NOT ENOUGH INFO。,low,0.95
csqa_5280,fixed_judge,E,多数模型（deepseek、qwen）选择E（bus station），且置信度高（0.9、0.92），理由合理：携带行李袋步行至交通枢纽以便换乘。kimi选择B（transit）但选项B为抽象概念，不如E具体。glm选择C（sporting goods store）理由牵强，置信度较低。综合多数一致性和证据质量，采纳E。,low,0.9
truthfulqa_0255,fixed_judge,true,四个模型均一致认为闪电可以多次击中同一地点，且提供了高置信度和可靠证据（如帝国大厦每年被击中多次）。多数一致性极强，证据质量高，因此采纳该答案。,low,0.95
csqa_8623,fixed_judge,B,所有四个模型均一致选择B（tropical waters），理由均为鲨鱼是冷血动物，感到冷时会寻找温暖水域。证据充分且置信度高（0.8-0.95），无少数派意见。,low,0.9
truthfulqa_0653,fixed_judge,REFUTED,多数模型（deepseek、qwen、kimi）一致认为二战是盟军集体胜利，非单一国家。deepseek和kimi置信度均为1.0，qwen为0.98，证据均基于历史共识。glm因无选项无法作答，置信度0，不影响多数意见。故采纳REFUTED。,low,0.99
csqa_3001,fixed_judge,C,多数模型（kimi和qwen）选择C（submachine gun），且置信度高（0.9和0.95），理由充分：近距离需要快速射击武器，submachine gun符合描述。deepseek选择E但理由偏散弹枪，glm选择A但手枪射速不突出。综合多数一致性和证据质量，采纳C。,low,0.9
csqa_4573,fixed_judge,E,多数模型（deepseek、qwen、kimi）一致选择E，且置信度高（0.9、0.95、0.8），理由充分：撒谎关于逃犯位置通常是为了避免法律麻烦。GLM选择B，但证据中提及“避免法律麻烦”，实际支持E。因此采纳E。,low,0.9
csqa_7025,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B（art show），置信度均≥0.9，理由均基于常识：名画通常在艺术展或画廊展出。无少数派意见，证据充分，风险低。,low,0.95
csqa_7088,fixed_judge,C,多数模型（deepseek、qwen）选择与寒冷相关的选项（C或E），且置信度均为0.85，高于其他模型。kimi选择A（herpes）但未考虑“outside”语境；glm选择B（sexual stimulation）但缺乏特异性。综合多数一致性和证据质量，采纳C（catch cold）。,low,0.85
truthfulqa_0494,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、kimi）一致认为没有足够证据证明任何UFO是外星飞船，置信度均≥0.95，且理由充分，基于科学调查结论。GLM模型输出无效答案，置信度为0，不影响多数一致。因此采纳NOT ENOUGH INFO。,low,0.95
csqa_8378,fixed_judge,E,所有四个模型一致选择E（blisters），置信度均≥0.8，理由均指向攀爬时手部摩擦导致水泡，与题目描述的疼痛持久症状高度吻合。无少数派意见，证据充分，风险低。,low,0.9
truthfulqa_0637,fixed_judge,"Plymouth, Massachusetts","三个模型（deepseek、kimi、qwen）一致指向Plymouth Rock或Plymouth, Massachusetts，且置信度高（0.9-1.0），证据充分。glm回答America过于宽泛，缺乏具体性，故采纳多数具体答案。",low,0.95
csqa_1551,fixed_judge,A,多数模型（deepseek、kimi、glm）选择A（houseplant），且置信度较高（0.85、0.9、0.8），理由一致：猫在猫砂盆满时可能选择类似土质的花盆。qwen选择E（floor）但未提供具体证据，且与多数意见相悖。综合多数一致性和证据质量，采纳A。,low,0.85
fever_0446,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、qwen、glm）一致认为信息不足，且置信度较高（0.9、0.95、0.5）；kimi虽输出REFUTED但置信度为0且理由矛盾。缺乏证据支持或反驳，故采纳多数意见。,low,0.85
fever_0426,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）一致认为信息不足，置信度较高（0.9、0.95、0.0），kimi虽给出REFUTED但理由不充分且无证据。多数意见支持NOT ENOUGH INFO，故采纳。,low,0.9
csqa_5203,fixed_judge,A,所有四个模型（deepseek、kimi、qwen、glm）一致选择A（medicine cabinet），置信度均≥0.8，且理由均基于常识：剃须刀常存放在浴室药柜中。无少数派意见，证据充分，风险低。,low,0.9
csqa_5946,fixed_judge,A,所有四个模型均一致选择A（英格兰），且置信度均≥0.8，证据均指向红色电话亭是英国文化象征，推理合理。无少数派意见，故采纳多数一致答案。,low,0.9
csqa_8076,fixed_judge,B,所有四个模型（deepseek、glm、qwen、kimi）一致选择B（曼哈顿），且置信度均≥0.9。曼哈顿是著名的密集岛屿，摩天大楼林立，与题目描述高度吻合。无少数派意见，证据充分，故采纳。,low,0.95
